Sample File,C:\Users\vancelab\Desktop\Chamber\Raw data\Chamber_Water_SMPS_FreshSmoke_MRH_20230606.S80
Classifier Model,3080
DMA Model,3081
DMA Inner Radius(cm),0.00937
DMA Outer Radius(cm),0.01961
DMA Characteristic Length(cm),0.44369
CPC Model,3788 High Flow
Reference Gas Viscosity (Pa*s),1.83245e-005
Reference Mean Free Path (m),6.73e-008
Reference Gas Temperature (K),296.15
Reference Gas Pressure (kPa),101.3
Channels/Decade,64
Multiple Charge Correction,TRUE
Nanoparticle Aggregate Mobility Analysis,FALSE
Diffusion Correction,TRUE
Gas Density,0.0012
Units,dw/dlogDp
Weight,Number
Sample #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
 20.9,0,0,0,169420,73049.2,37475.6,21698,12668.1,8242.23,4902.06,4029.11,2988.42,1836.58,1637.74,990.688,671.641,784.115,517.591,368.4,400.501,187.656,196.83,167.915,201.97,103.056,117.388,75.3572,93.4732
 21.7,38.482,57.2353,135304,180584,79048.6,42555,23445,14227.2,10371.1,6479.38,4651.86,3780.27,2421.25,1832.07,1052.22,952.308,631.582,832.833,526.821,522.042,384.55,255.891,218.67,352.837,324.691,102.326,283.6,173.416
 22.5,0,18.4141,336144,195997,96039,48570.5,27158.1,18015.7,12492.4,8253.66,5755.47,4137.86,2782.34,2338.32,1782.18,1429.79,1115.84,850.894,707.435,645.183,388.785,329.429,386.872,345.431,156.519,256.864,231.393,129.028
 23.3,16.4898,17.3313,720040,209131,102001,55322.9,32638.1,20392.3,14333.3,8906.65,6635.16,5094.08,3648.83,3285.86,1503.75,1880.96,1625.6,1125.84,828.818,656.073,739.38,639.561,560.464,579.61,218.9,324.936,257.14,207.188
 24.1,32.2969,16.1562,1.28417e+006,225077,111898,62244.2,38098,24832.6,17281.9,11072.7,8649.35,6204.04,4550.53,3858.06,2990.06,2855.35,2048.05,1295.05,1379.74,1372.5,794.589,736.305,683.251,601.184,290.585,500.273,311.072,418.242
 25.0,42.7244,15.1158,2.11371e+006,240615,120104,73354,45040.2,29749.5,20447.9,15254.7,10877.1,8219.5,6306.3,4892.95,3358.04,3153.16,2417.56,1967.66,1531.96,1375.85,1301.46,1063.63,758.917,659.62,468.826,538.335,628.259,542.572
 25.9,34.4154,29.2456,2.62822e+006,260483,134817,79406,50567.6,35658.1,24252.1,16531.7,12887.7,9652.29,8138.9,6475.06,4521.29,3566.89,2990.93,2818.36,2443.55,1557.56,1794.44,1305.82,1296.95,1090.16,785.756,961.085,716.708,654.13
 26.9,28.8956,12.9347,2.8509e+006,276095,149305,92795.4,59183.7,40216.8,29375.1,21507.8,16664.9,12232.6,8844.32,7587.21,5770.7,4904.59,4064.01,3292.3,3254.36,2418.73,2086.13,1780.6,1616.21,1451.14,1264.71,1069.62,758.293,906.594
 27.9,0,13.5023,3.60809e+006,291090,165473,102659,68008.2,48766.7,34685.5,25368.5,19401.3,14998.1,11516.5,9343.98,7760.45,6501.32,4981.71,4209.09,3667.08,2989.96,2615.31,2206.75,2062.55,1862.11,1563.66,1129.61,1133,941.474
 28.9,65.0948,26.0946,4.27597e+006,313087,181000,116806,75188.3,54423.2,40736.5,28808.9,22767,17746.6,13781.1,10368.1,8580.53,7422.84,6425.33,4981.02,4652.9,3591.45,3758.77,3242.31,2755.33,2487.21,1786.3,1801.34,1697.91,1223.26
 30.0,61.7059,11.7339,4.07136e+006,336549,196533,126615,86065.3,62377.4,44731.1,34513,27083.2,20917.3,17151.7,13908.2,11909.9,9547.06,8339.07,6518.81,5419.82,5049.99,4125.63,3476.69,3115.35,3198.59,2776.64,2098.17,2181.98,1898.58
 31.1,23.3586,71.9734,3.48459e+006,357233,216365,140797,97305.8,73477.7,53286.1,39730.1,31690.9,24007.1,20458.6,16727.9,14271.5,12215.9,9447.8,8127.34,6866.94,6419.04,5112.41,5102.41,4420.56,3973.03,3017.72,2778.84,2801.89,2276.44
 32.2,23.0139,0,2.95261e+006,389455,235230,157223,111208,81910.8,60404.6,45678.8,37237.7,28496.4,25390.7,19424.5,15300.2,15078.7,12484.1,10407.4,8719.1,7308.67,6105.64,6011.37,4791.04,4746.89,4217.94,4121.55,2993.26,2952.47
 33.4,55.2656,10.0929,2.54938e+006,421565,257267,172852,122796,94747.3,71062.8,52978.6,44676.3,35698.1,28795.2,23884.5,19494.3,16855.1,14808.2,12076.6,10956.2,9174.02,8471.59,8139.88,7122.67,5692.5,5333.83,4738.27,4399.54,3915.5
 34.6,42.6555,20.4877,2.15122e+006,444440,275308,189482,136659,103959,79779.7,62968.7,50453.5,39473.6,33542.1,28300,24582.3,20164.3,17834.3,14698.8,13321.5,11031.6,9907.73,9142.02,7646.46,6882.56,6553.24,5692.34,5185.77,5494.92
 35.9,19.4636,30.214,1.72117e+006,473420,302156,207686,151231,117659,93388.8,71870.7,58356.7,47448.8,39949.2,33209.7,27224.8,24589.4,20936.8,18454.2,15570.5,13987.5,12146,11185.8,9465.32,9049.12,7834.77,7116.78,6049.58,5495.2
 37.2,0,37.8847,1.28727e+006,503523,325855,226227,167765,129450,102394,81181.9,65910.1,55364.2,47127,40066.5,31158,28903,23913.7,21897.8,19182.1,16552.1,15280,13221.1,11913.2,10494.3,9566.53,8450.52,8295.05,7688.85
 38.5,0,56.9031,953665,533861,349707,247325,186652,146347,113798,90087.5,76141.1,64409.4,52575.5,44710.6,37990.1,32814.7,29454.6,24908.7,22042.3,19766.2,17882.5,16338.7,13470.2,13353.6,11603.6,10524.2,9738.35,8257.43
 40.0,34.4058,8.2191,730197,566995,379788,274878,207130,162953,130122,102760,84647.5,72661,59517,52819.6,45029.4,38096.2,34069.3,30174,26642.4,24229.2,21977.1,19484.2,17349.2,15577.6,14127,12578,12430.4,10684.8
 41.4,26.3165,7.44035,597323,599103,401930,299080,224147,180060,145751,117729,97059.4,83971.5,70546.6,59795.1,51293.1,42684,40410.6,35205.1,32050.3,27805.5,24496.1,22935.6,19225.3,18660.8,16906.9,15058.9,14359.1,12218.2
 42.9,33.9927,23.3143,597273,645383,434883,325992,249086,199725,164582,131905,110970,91772.5,80704.7,70086.5,60417.1,52056.7,45103.3,40959.7,37704.5,31032.4,29398.7,26289,24454.7,21140.4,19922.8,18539.3,17080.2,14983.2
 44.5,23.4556,15.0679,665353,680468,460438,346525,270190,217743,180358,147049,125124,105934,90690.6,80133.4,69732.1,60458.7,52733.7,47630.1,43168.5,37701.1,34440.5,30655.2,27486.1,26026.6,23137.7,21414.2,19368.7,17688.9
 46.1,5.90202,30.8125,734388,720547,496109,375810,296676,237395,198707,163720,141096,119650,103237,89781.7,76057,68184.9,60615.4,54188.6,48729.4,42839.1,39780.7,35875.5,32395.9,30728.7,26089.7,25492.2,22999.2,21856.3
 47.8,13.764,21.757,799010,761031,523516,399244,321255,261852,222333,182255,152776,134676,117431,100938,90357,80812.9,68886.7,61893.7,57377.4,51627.2,45107.8,41737.7,38572.9,36013.9,31972.6,30867.4,26979.8,26139.2
 49.6,6.53801,20.0696,932558,794690,565268,432455,346536,287963,241205,197012,173564,148351,131034,113808,101318,89759.4,78434.9,71970.3,65445.3,59261.6,52934,48321.4,43832.2,41792.7,37576.2,34708,31658.7,30199.8
 51.4,19.3389,19.4571,1.10412e+006,833763,597742,459730,375835,313797,265689,220453,188791,164727,147271,127980,114004,100583,91869.3,83098.4,73085.7,67835,61080.6,54220.6,51516.6,48238.2,43329.5,38462.1,36765.8,34293.8
 53.3,25.9383,32.614,1.2335e+006,864520,630108,497136,405610,338361,290048,242978,209162,184493,161406,142614,128598,114838,102833,94621.3,83426.1,75672,69122.6,64054.5,58037.3,54715,50493.5,46218.6,40595.9,40278.8
 55.2,11.1307,10.8735,1.2932e+006,892895,671622,529530,434093,365167,309999,268627,233937,204100,176334,161841,140608,125679,113486,103414,95472.5,86511.9,78365.5,71624.8,67266.7,61344.3,56444.3,52280.6,49526.2,45888.2
 57.3,53.4351,19.4901,1.27118e+006,930347,706148,564293,462025,390530,336837,290638,254406,227956,200577,175468,159224,142187,129908,117680,107341,97945.8,88087,82474.8,77222.4,70688.8,64537.3,59400.7,55819,51986.1
 59.4,11.2389,5.75055,1.31732e+006,969533,731999,600854,491714,417038,362403,308791,274569,247558,215310,196547,171241,155669,143951,132055,120715,108642,98406.7,92408.8,84393.9,77484,72449.7,68216.8,62757.8,59071.3
 61.5,4.35054,44.3333,1.42573e+006,1.01101e+006,765061,632371,526352,447751,386665,336586,298740,265393,234790,211825,190193,170017,157740,144873,132635,120041,110691,103856,95125.9,88110.3,81159.1,76483.7,70365.4,66754.6
 63.8,23.0392,17.0871,1.44468e+006,1.04444e+006,800832,658353,553826,477034,416637,359928,320076,283189,258342,231252,207210,184040,174263,157427,143851,131634,121472,115267,105395,99142.8,89877.7,83689.7,78733.9,73850.8
 66.1,16.8918,23.7429,1.55544e+006,1.06537e+006,827626,691133,581641,503361,439951,384132,342532,303933,274815,248111,224076,204716,189741,174512,159064,144060,131402,125619,114547,109256,99420.9,93198,87563.9,81059.7
 68.5,31.7692,17.2599,1.67313e+006,1.10027e+006,870882,723474,618087,535344,466174,414470,366306,326759,296437,273726,247620,224794,207898,188908,173501,157247,147422,139363,128073,118511,108278,103236,96684.1,90765.1
 71.0,7.97073,23.0163,1.72902e+006,1.10586e+006,859194,737002,629118,548157,477604,427458,378155,340714,306481,281674,255982,229600,216909,195672,183595,165779,154415,144613,132895,127816,116295,108957,101753,97237.2
 73.7,13.5752,33.5525,1.81646e+006,1.11211e+006,885585,752732,644789,570994,496299,442045,397820,354968,323630,298018,269383,244756,226524,210584,190520,176723,166129,154600,140813,135357,123009,116935,109649,102642
 76.4,39.8342,21.301,1.82687e+006,1.13106e+006,910323,775141,672407,583631,516090,460495,413445,378757,342108,315328,283904,263337,243090,223817,207993,188231,174759,165303,153772,144099,131722,125803,117241,107878
 79.1,19.183,42.0007,1.76353e+006,1.1376e+006,916913,795975,691028,608441,530596,479062,437900,384603,360747,331028,299714,277494,258367,238490,217650,200227,187902,179410,162366,156488,140174,136094,127567,118585
 82.0,27.6535,16.5085,1.68542e+006,1.1387e+006,926518,805539,709198,621599,547786,490928,455469,413576,376981,345906,314530,294813,274269,250485,234821,211387,199988,189208,173638,164517,149087,143981,135023,124390
 85.1,14.3692,8.11383,1.60288e+006,1.14149e+006,939319,814496,718270,634614,565206,504414,466917,423996,385893,360503,329065,306379,284122,258641,244142,226559,213023,195693,182601,173581,159812,151417,142137,134293
 88.2,17.6625,7.13548,1.58285e+006,1.13854e+006,948297,827980,729995,658091,585670,528197,485284,438294,403861,373677,351293,323270,298175,274625,258124,238750,224305,210233,194806,181155,168789,162267,151972,140394
 91.4,14.063,19.5511,1.53723e+006,1.12453e+006,940859,827664,732860,659929,589389,537960,490474,451965,412927,385129,353205,333113,310288,285364,268368,246118,230838,218923,204435,188289,177076,170242,160379,149532
 94.7,20.7615,14.4625,1.47878e+006,1.11822e+006,936044,828925,725318,670180,602304,542248,498245,463926,423286,393196,365548,340901,320281,295484,280308,257865,239768,230392,212383,194342,186254,179151,168203,157897
 98.2,12.0954,10.4222,1.38582e+006,1.10505e+006,926568,821430,732616,665153,607575,551148,509713,468831,431908,405116,375209,353606,330766,306893,286560,264274,249791,234173,221595,208108,193240,184164,173366,162175
101.8,37.4322,9.23272,1.35613e+006,1.08442e+006,912634,820478,728116,665991,603633,552446,516488,477119,440067,411703,376258,357300,336751,312433,292692,270014,254908,238776,226709,212705,198693,188882,180319,169864
105.5,20.0664,7.75409,1.33394e+006,1.04884e+006,893964,805980,724497,662176,602990,551540,514490,476418,446042,413432,382985,360249,339092,317546,296932,277135,260703,248588,231451,217838,203306,195318,184175,172951
109.4,22.2598,14.2185,1.29021e+006,1.00442e+006,861216,786439,714050,649027,600095,548352,509615,475434,442655,412508,383711,362679,340752,321600,296929,281750,261742,252955,234832,221721,206824,197688,185987,174421
113.4,24.9369,20.9156,1.21645e+006,970320,838346,767243,695505,641866,585869,546760,508624,467942,444940,409017,387314,364879,342496,319788,295466,283516,267858,254365,238224,221899,208264,200724,191045,179937
117.6,5.00597,3.37692,1.13162e+006,928085,803188,738684,672954,615418,577645,535955,496340,463749,434572,407076,383076,359456,338647,318478,301416,282292,266327,253001,242807,222288,212909,198744,192327,182473
121.9,6.40476,16.0626,1.04953e+006,878663,763961,704635,646589,603315,561763,521922,482851,454382,426725,400226,378057,352456,337377,315721,297633,281644,266199,252155,239616,224777,209526,201654,192252,183189
126.3,7.74488,10.2046,973823,830032,719839,677133,620006,585715,538201,504383,468671,445298,421297,390719,370986,348290,331750,312261,294997,274184,262564,252260,235684,222315,208878,199772,189201,181357
131.0,18.5479,18.9257,893465,770892,678574,640810,594018,555495,514441,483534,453746,430091,403285,383428,361130,338816,327548,304806,287868,270282,256643,245130,233730,221005,205658,194099,189890,181280
135.8,14.4193,12.4061,830624,720949,633151,598636,557037,523538,488645,460851,432773,413355,388400,369646,346238,327994,314764,294524,281183,261755,250350,237162,228067,216886,203873,191794,183988,175451
140.7,4.49985,7.02943,765629,668798,588787,561486,521684,490673,460757,440034,415697,390842,371364,352783,335072,318809,302765,286564,269471,254219,243974,231735,222145,209165,197072,183306,181193,170444
145.9,4.10992,0,703784,604409,542141,517289,487593,461670,434274,413870,390337,372201,352481,336663,314442,304720,287655,274194,260841,244645,234892,223963,211940,201929,190379,179909,174748,164245
151.2,15.3401,4.27929,647432,549089,498485,473991,448233,428056,401674,385085,366586,346653,328296,314727,294886,286610,270965,259595,246048,232373,222886,212264,201204,191684,181505,173668,165820,157643
156.8,0,5.3628,596398,492652,447952,428828,408148,392076,374617,357094,337522,323122,309528,291737,281571,269434,256535,241054,232090,218788,210470,197401,193615,180352,171519,163285,159177,148684
162.5,5.95505,10.754,517135,445336,406710,388821,373693,359252,339879,325123,310851,296720,282894,271361,261456,249014,236939,227344,216858,204446,196833,187481,179603,171005,161425,153726,150108,140238
168.5,15.3228,0,457511,392634,365823,354076,333478,325954,305440,294790,284502,272508,259182,249922,237406,229416,221963,208416,199299,190060,181788,174031,170413,161189,149767,144478,137548,131381
174.7,5.28266,0,406541,347662,325974,313479,302244,292676,279536,267413,257950,246755,236633,224962,217190,209146,201474,191173,181971,175212,167576,159917,156307,145669,138866,133034,128682,120881
181.1,0,5.44849,356345,306825,286761,277914,266705,260996,249104,237983,231105,218973,213803,202798,196789,190659,183256,171781,166670,158755,151770,147151,141802,134356,127467,121859,117613,112361
187.7,10.9825,16.4737,312797,266165,249589,246301,234288,229921,219283,213271,207164,198440,190327,182961,175313,172024,163621,159049,150241,144034,139293,132898,128030,122367,115941,110724,106083,101367
194.6,5.50828,0,267388,233017,216198,212062,208248,201154,192477,187053,182044,174839,165503,160319,155457,150916,146663,139739,135377,126260,122552,119834,114801,107908,102913,98117.8,94984.2,89957
201.7,5.55289,5.55289,228615,199513,186351,184151,180529,175032,169028,164031,159050,152154,147378,141493,136617,134228,130190,123636,117149,113168,108608,104823,101369,96197.6,92734.4,88140.5,85126.3,80885.3
209.1,5.59869,5.59869,198288,169909,160621,158516,153478,151419,144874,141833,139184,133097,129141,123891,120827,118358,114566,108499,103786,100174,97072.2,92143.2,90443,84812.3,81308.3,76933.4,74981.4,71079.8
216.7,0,11.2914,169747,146753,138447,136408,133553,130489,123323,122383,119639,112663,110398,106479,103755,101654,99832.4,93595.5,90199.6,86484.4,83738.7,81528.7,77138.1,73670.9,70922.5,68971.3,66726.8,61525.9
224.7,5.69396,5.69396,143546,124403,117495,115718,113045,111215,104778,104641,102128,97459.4,94852.8,92078.8,88908.1,86908.6,83928.5,81943,78465,75153.1,73066.2,68914.1,66527,63619.3,61277.4,59053.8,55851.4,53967.5
232.9,0,5.74347,123225,105392,99263.1,99268.2,95771.4,92953.8,90471.2,87696.8,87083.3,81703.5,81576.6,77729.6,77042.7,73652.6,72400.8,68498.6,67376.9,64191.2,63191.9,59083.9,56827.6,54569.7,53015.7,49983.1,49168.8,47291.3
241.4,3.02717,0,102804,90439.1,84258.5,83493,81948.3,79321.6,77211.2,73873.8,72861.1,70757.2,68257.6,67321.6,63869.8,62633.4,61648.8,58238.4,56813.9,53390.6,53004.8,51626.5,50133.9,47507.7,45101,42201.6,42232.8,39404
250.3,8.69951,0,86344,74491.2,71044.5,70829.4,68360.7,67809.6,64661.8,61625.5,62486.1,59350.9,56975.6,54959.2,54631.4,53551.6,51364.7,49032,47416.1,45973.7,45454.5,41936,41397.6,39035,38229.3,36113.8,35046.9,33728.1
259.5,6.80385,0,72366.4,61696.1,58709.9,58613.9,56664.7,55783.3,53970.8,50874.4,50593.7,48899.5,47861.3,45867.1,43566.5,44324.2,43435.1,41042.1,39569.9,38664.5,37764.4,33934.6,34964.3,32219.8,31789.6,30436,30052.9,27385.3
269.0,5.12334,6.00723,60224.1,52000.4,49661.8,49086.6,47265.3,46465.6,45199,43148.3,42501.4,40906.3,38963.7,37869.6,37431.2,36696.5,35371.8,34390.4,33607.9,32152,31416.1,29672.5,27504.6,27663.4,26767.4,24984.6,24440.3,22774.7
278.8,0,6.06895,50757.1,44229.9,41098.2,40510.8,39115.8,38301.6,38186.5,35642.3,35619.8,33511.9,32426.8,31439,30586.2,30536.6,29219.8,28822.7,27561.5,25708.1,25612.1,24395,23264.2,23238.8,22506,20380.5,20635.7,19151.3
289.0,0,0,41391.1,35765.6,33369.9,34073.1,32282.7,32782.9,30680.1,29546.8,29031.4,27983.7,26692.8,25901.3,25295,24949.1,24021.7,23486,21770.3,21652.2,21317.5,20343.1,19313.6,18828.6,18001.5,17017.5,16586.7,15425.5
299.6,0,0,35497.5,29837.7,27109,27669.3,27165.2,26419.5,25465.9,24434.2,23322.4,23312.8,21681.3,21465.5,20321.7,20792.1,19760.1,19964.1,18457.2,17411.2,17464,16403.8,15834.8,15687.7,15483.9,13833.9,13872.9,13002
310.6,0,0,28993,24247.9,22992.3,22374.7,21996.8,21558.7,20597.4,19638.9,19272.7,18392.4,17990.7,17039.6,16787.9,16538.5,15904.5,15174.8,14623.5,14508.4,13689.5,13185.9,13067.3,12297.3,11901.5,11705.3,11260,10336.5
322.0,0,0,23719.8,19944.4,19517.2,18444.9,17814.1,17723,16442.5,15806.8,15638.7,14977.5,14606.5,14248.3,13647.2,14411.6,13066,12359,11897,11804.5,11627.4,10851.8,9994.49,9645.42,9707.29,9277.99,8709.76,8555.07
333.8,0,0,19628.2,16367.5,16059.2,14577.8,14767.2,14130.4,13834.8,12924.9,13100.2,12537.3,11042.2,11180,11031.8,11171.5,10461.8,9999.61,9378.43,9487.13,9109.19,8472.47,8273,7485.3,7954.63,7417.23,7245.31,6302.67
346.0,0,0,15858,13122.2,12235,12052.5,12243.5,11201.8,11030.5,10730.7,10158,9484.95,9566.84,9419.72,8718.68,8383.52,8541.99,7840.06,7818.51,7153.64,6830.85,7174.32,6392.14,6370.37,6061.53,5579.57,5494.91,5031.19
358.7,0,0,12774.7,10718.9,9495.85,9702.18,9844.37,9228.48,8631.78,8167.17,8426.79,7637.97,7688.22,7383.42,7023.83,6899.27,6522.58,6351.23,6239.54,5960.25,5912.11,5350.04,5025.01,4739.15,4478.27,4518.79,4557.57,4410.04
371.8,0,0,10076.5,9099.8,8481.41,7590.04,7604.19,7330.06,7317.83,6453.19,6220.02,5831.18,5622.65,5384.86,5470.17,5563.54,4911.33,4780.34,4859.18,4632.31,4767.29,4155.34,4170.39,3913.28,3751.38,3732.62,3457.6,3148.96
385.4,0,0,8028.96,6794.74,6219.52,6378.98,5809.74,5948.98,5729.78,5274.56,5098.47,4727.66,4457.8,4444.61,4226.04,3963.13,3979.36,4033.55,3890.37,3687.81,3649.68,3587.81,2995.8,3036.13,2810.22,2611.86,2749.26,2466.43
399.5,0,0,6226.16,5349.94,4857.95,4878.81,4894.93,4853.75,4135.28,3900.72,3916.51,3918.33,3945.49,3476.04,3309.24,3126.56,3284.76,3400.18,2914.79,2776.86,2640.98,2641.19,2468.9,2395.58,2397.51,2294.74,2100.41,2006
414.2,0,0,4663.91,4380.84,3848.44,4096.45,3717.31,3708.62,3742.48,3426.49,3020.73,2941.47,2775.37,2555.74,2738.18,2817.26,2318.69,2425.47,2346.45,2160.37,2138.21,2006.83,1974.07,1895.38,1594.01,1611.77,1559.5,1509.55
429.4,0,0,3684.84,3463.96,3155.68,2933,2823.42,2938.96,2797.82,2732.06,2500.88,2169.16,1937.43,2203.45,1981.65,1986.7,1765.57,1865.84,1571.46,1809.18,1362.2,1452.9,1458.59,1561.69,1336.65,1098.56,1079.45,1100.12
445.1,0,0,2853.69,2681.28,2267.82,2125.28,2259.61,2138.83,1890.24,2050.71,1668.14,1874.26,1527.99,1513.51,1345.26,1263.16,1393.5,1407.8,1394.61,1078.13,1181.48,1201.55,1117.82,1039.2,1156.52,967.855,870.945,840.645
461.4,0,0,2242.34,2007.82,1867.85,1630.01,1659.93,1627.95,1673.79,1467.81,1262.91,1488.1,1130.61,1001.1,1062.02,1155.36,991.258,1146.64,970.372,978.439,880.824,1023.17,903.488,903.881,742.882,763.083,673.036,579.563
478.3,0,0,1713.84,1474.84,1545.52,1214.79,1275.93,1362.65,1111.56,1020.66,1045.41,988.811,924.512,799.07,767.145,749.789,941.923,802.84,825.847,656.548,602.772,756.13,582.434,785.226,544.304,420.399,614.765,426.893
495.8,0,0,1266.96,1171.7,1036.93,1030.06,1148.26,1053.34,866.617,853.36,732.044,792.132,668.308,711.912,690.832,557.322,443.525,579.353,599.218,384.006,387.576,527.62,456.858,398.592,239.178,367.293,382.374,352.823
514.0,0,0,1083.59,868.255,792.268,799.667,864.544,796.648,793.726,659.532,605.965,548.389,560.108,545.556,441.775,460.818,462.29,443.21,427.149,441.923,408.291,407.474,340.284,278.909,257.836,324.371,254.037,238.793
532.8,0,0,773.089,829.791,651.082,614.944,615.326,478.829,547.724,390.086,422.116,381.57,393.012,314.908,339.655,432.928,289.779,399.85,391.703,287.976,252.035,289.47,230.46,163.922,301.406,157.948,164.106,181.892
552.3,0,0,488.947,592.182,372.525,436.41,333.582,411.186,471.864,341.012,327.542,371.407,315.902,339.183,338.19,297.7,200.066,277.952,220.932,236.626,194.308,212.667,257.368,143.882,186.754,168.677,173.724,157.194
572.5,0,0,435.666,449.133,337.198,300.067,386.181,273.373,372.714,201.097,264.067,182.113,304.264,195.227,143.662,300.809,209.196,142.807,186.793,170.745,122.467,127.984,171.599,156.776,102.258,153.841,49.8379,106.065
593.5,0,0,327.488,366.692,255.507,212.605,202.588,177.566,122.745,163.745,194.726,162.202,102.963,152.543,182.807,206.646,181.264,148.486,154.445,60.0619,142.527,143.245,107.021,155.523,120.484,74.9611,135.383,74.2428
615.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scan Up Time(s),155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
Retrace Time(s),10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Down Scan First,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scans Per Sample,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Impactor Type(cm),0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071
Sheath Flow(lpm),3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Aerosol Flow(lpm),1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
